transaction_id,customer_id,transaction_time,amount,merchant_category,channel
TXN_001193,CUST_0329,2026-05-05 08:07:00,9.3,Restaurant,Online
TXN_001194,CUST_0439,2026-02-26 19:08:00,44.12,Restaurant,Online
TXN_001195,CUST_0045,2026-02-27 22:34:00,6.99,Electronics,Mobile
TXN_001196,CUST_0039,2026-02-03 02:05:00,213.31,Healthcare,Online
TXN_001197,CUST_0244,2026-01-22 08:14:00,25.68,Entertainment,Mobile
TXN_001198,CUST_0004,2026-03-17 19:24:00,34.51,Healthcare,Mobile
TXN_001199,CUST_0137,2026-01-06 13:07:00,11.83,Healthcare,Online
TXN_001200,CUST_0069,2026-04-29 02:22:00,13.35,Healthcare,POS
TXN_001201,CUST_0146,2026-01-11 21:29:00,35.21,Travel,ATM
TXN_001202,CUST_0189,2026-01-01 01:06:00,35.69,Healthcare,Online
TXN_001203,CUST_0496,2026-01-27 17:38:00,22.39,Utilities,Online
TXN_001204,CUST_0485,2026-05-12 16:03:00,28.24,Entertainment,Online
TXN_001205,CUST_0376,2026-06-19 10:59:00,5.4,Travel,Mobile
TXN_001206,CUST_0199,2026-06-21 01:31:00,11.49,Restaurant,POS
TXN_001207,CUST_0279,2026-05-02 17:49:00,111.36,Entertainment,ATM
TXN_001208,CUST_0474,2026-01-12 21:18:00,53.55,Shopping,Mobile
TXN_001209,CUST_0089,2026-02-20 13:53:00,21.22,Healthcare,Online
TXN_001210,CUST_0153,2026-01-01 12:11:00,13.42,Entertainment,POS
TXN_001211,CUST_0106,2026-02-17 13:09:00,14.67,Shopping,POS
TXN_001212,CUST_0340,2026-03-20 00:21:00,132.2,Electronics,POS
TXN_001213,CUST_0315,2026-02-05 16:55:00,33.47,Utilities,Mobile
TXN_001214,CUST_0361,2026-01-02 01:15:00,26.46,Travel,Mobile
TXN_001215,CUST_0439,2026-03-26 23:34:00,19.1,Shopping,ATM
TXN_001216,CUST_0030,2026-05-29 17:19:00,49.84,Shopping,Mobile
TXN_001217,CUST_0111,2026-05-28 13:07:00,73.83,Restaurant,Online
TXN_001218,CUST_0083,2026-06-22 05:00:00,18.23,Restaurant,POS
TXN_001219,CUST_0461,2026-02-15 10:31:00,45.27,Travel,Online
TXN_001220,CUST_0402,2026-04-15 14:53:00,49.75,Healthcare,Mobile
TXN_001221,CUST_0409,2026-02-26 06:10:00,38.59,Shopping,POS
TXN_001222,CUST_0382,2026-01-10 07:06:00,22.13,Restaurant,Online
TXN_001223,CUST_0166,2026-03-05 09:59:00,32.64,Electronics,Online
TXN_001224,CUST_0359,2026-04-17 18:58:00,29.07,Utilities,ATM
TXN_001225,CUST_0276,2026-03-13 00:32:00,85.4,Healthcare,Online
TXN_001226,CUST_0157,2026-05-23 05:09:00,16.37,Healthcare,Online
TXN_001227,CUST_0196,2026-06-22 06:50:00,144.61,Entertainment,Online
TXN_001228,CUST_0001,2026-02-21 20:54:00,125.41,Shopping,Online
TXN_001229,CUST_0172,2026-05-23 16:49:00,54.86,Restaurant,POS
TXN_001230,CUST_0063,2026-02-08 04:10:00,20.47,Travel,POS
TXN_001231,CUST_0383,2026-04-25 00:51:00,141.64,Electronics,Mobile
TXN_001232,CUST_0175,2026-04-29 22:37:00,29.58,Utilities,POS
TXN_001233,CUST_0447,2026-03-30 21:43:00,51.95,Healthcare,Mobile
TXN_001234,CUST_0116,2026-03-21 06:45:00,41.24,Healthcare,POS
TXN_001235,CUST_0206,2026-03-26 11:15:00,19.8,Shopping,POS
TXN_001236,CUST_0247,2026-06-01 05:49:00,26.89,Electronics,POS
TXN_001237,CUST_0047,2026-01-21 10:24:00,35.17,Electronics,Online
TXN_001238,CUST_0269,2026-03-13 03:58:00,46.88,Grocery,Online
TXN_001239,CUST_0236,2026-04-05 21:48:00,9.15,Restaurant,POS
TXN_001240,CUST_0415,2026-01-15 14:29:00,36.89,Electronics,POS
TXN_001241,CUST_0014,2026-03-13 08:19:00,41.05,Electronics,POS
TXN_001242,CUST_0085,2026-04-12 04:18:00,18.88,Entertainment,Mobile
TXN_001243,CUST_0485,2026-02-13 06:07:00,54.43,Grocery,Online
TXN_001244,CUST_0442,2026-06-21 01:56:00,96.52,Healthcare,Mobile
TXN_001245,CUST_0423,2026-03-03 21:56:00,81.17,Healthcare,Mobile
TXN_001246,CUST_0148,2026-05-15 19:52:00,6.22,Electronics,Online
TXN_001247,CUST_0165,2026-06-03 11:54:00,22.86,Grocery,Online
TXN_001248,CUST_0100,2026-05-11 07:49:00,8.6,Utilities,Mobile
TXN_001249,CUST_0162,2026-06-21 00:32:00,38.45,Grocery,Online
TXN_001250,CUST_0216,2026-02-17 16:49:00,24.82,Travel,POS
TXN_001251,CUST_0283,2026-05-31 08:22:00,138.22,Travel,Online
TXN_001252,CUST_0228,2026-01-04 21:03:00,7.58,Travel,ATM
TXN_001253,CUST_0290,2026-02-19 20:32:00,29.77,Restaurant,POS
TXN_001254,CUST_0229,2026-05-12 03:21:00,21.04,Shopping,POS
TXN_001255,CUST_0465,2026-06-03 10:14:00,43.7,Electronics,Online
TXN_001256,CUST_0296,2026-01-12 12:16:00,32.39,Utilities,Online
TXN_001257,CUST_0068,2026-02-13 16:14:00,44.19,Utilities,Mobile
TXN_001258,CUST_0332,2026-03-06 11:30:00,18.86,Restaurant,Online
TXN_001259,CUST_0198,2026-05-05 22:13:00,90.18,Utilities,ATM
TXN_001260,CUST_0241,2026-01-31 21:02:00,20.13,Grocery,Online
TXN_001261,CUST_0455,2026-06-06 20:13:00,41.9,Healthcare,Online
TXN_001262,CUST_0286,2026-03-18 05:39:00,8.8,Entertainment,Mobile
TXN_001263,CUST_0126,2026-03-26 17:33:00,4.16,Restaurant,Mobile
TXN_001264,CUST_0112,2026-04-05 01:20:00,30.38,Restaurant,Online
TXN_001265,CUST_0294,2026-04-21 21:22:00,13.19,Utilities,ATM
TXN_001266,CUST_0056,2026-04-30 09:47:00,20.24,Healthcare,Online
TXN_001267,CUST_0482,2026-03-16 13:52:00,39.69,Entertainment,Online
TXN_001268,CUST_0219,2026-05-23 13:31:00,121.91,Entertainment,Mobile
TXN_001269,CUST_0379,2026-04-24 06:08:00,159.15,Restaurant,POS
TXN_001270,CUST_0377,2026-01-03 18:51:00,35.47,Shopping,Mobile
TXN_001271,CUST_0181,2026-03-02 14:05:00,12.26,Utilities,ATM
TXN_001272,CUST_0078,2026-03-12 03:30:00,11.99,Electronics,Online
TXN_001273,CUST_0002,2026-01-04 15:49:00,19.84,Entertainment,Mobile
TXN_001274,CUST_0288,2026-02-04 10:29:00,13.49,Grocery,POS
TXN_001275,CUST_0239,2026-05-25 10:08:00,14.06,Restaurant,Online
TXN_001276,CUST_0279,2026-03-07 16:38:00,36.51,Healthcare,Online
TXN_001277,CUST_0335,2026-03-04 23:18:00,28.96,Healthcare,POS
TXN_001278,CUST_0192,2026-03-15 19:40:00,50.0,Shopping,ATM
TXN_001279,CUST_0130,2026-03-01 12:31:00,22.2,Healthcare,POS
TXN_001280,CUST_0334,2026-05-13 07:42:00,43.35,Entertainment,Online
TXN_001281,CUST_0067,2026-06-02 13:58:00,22.64,Grocery,POS
TXN_001282,CUST_0003,2026-05-02 07:13:00,23.78,Restaurant,POS
TXN_001283,CUST_0043,2026-04-26 13:25:00,27.04,Utilities,POS
TXN_001284,CUST_0103,2026-04-05 00:33:00,19.53,Restaurant,Online
TXN_001285,CUST_0158,2026-04-01 17:54:00,21.26,Grocery,POS
TXN_001286,CUST_0191,2026-04-11 22:23:00,107.96,Healthcare,Online
TXN_001287,CUST_0204,2026-02-27 02:03:00,165.47,Healthcare,Mobile
TXN_001288,CUST_0209,2026-04-16 14:09:00,75.81,Electronics,POS
TXN_001289,CUST_0442,2026-02-03 18:39:00,23.86,Healthcare,POS
TXN_001290,CUST_0447,2026-02-16 23:37:00,73.78,Restaurant,Online
TXN_001291,CUST_0025,2026-02-27 03:03:00,8.2,Utilities,Online
TXN_001292,CUST_0424,2026-04-23 19:28:00,59.82,Utilities,Online
TXN_001293,CUST_0216,2026-04-22 20:00:00,11.46,Grocery,Online
TXN_001294,CUST_0117,2026-05-14 19:19:00,31.64,Restaurant,ATM
TXN_001295,CUST_0442,2026-03-04 23:37:00,45.58,Healthcare,Online
TXN_001296,CUST_0365,2026-04-02 08:47:00,173.06,Grocery,Online
TXN_001297,CUST_0212,2026-04-24 21:16:00,25.89,Grocery,Mobile
TXN_001298,CUST_0223,2026-02-07 23:15:00,60.08,Travel,ATM
TXN_001299,CUST_0376,2026-06-09 09:30:00,85.63,Grocery,Online
TXN_001300,CUST_0271,2026-01-26 23:14:00,42.22,Travel,Online
TXN_001301,CUST_0346,2026-04-12 23:44:00,28.7,Restaurant,Online
TXN_001302,CUST_0338,2026-03-20 12:49:00,72.75,Electronics,POS
TXN_001303,CUST_0481,2026-06-23 06:47:00,38.21,Grocery,POS
TXN_001304,CUST_0319,2026-03-07 19:34:00,77.45,Shopping,POS
TXN_001305,CUST_0154,2026-05-23 23:09:00,109.25,Entertainment,POS
TXN_001306,CUST_0302,2026-01-24 14:20:00,19.0,Travel,Mobile
TXN_001307,CUST_0310,2026-02-15 14:39:00,18.99,Restaurant,Online
TXN_001308,CUST_0442,2026-05-26 15:55:00,29.08,Electronics,Mobile
TXN_001309,CUST_0134,2026-05-30 19:05:00,10.64,Grocery,Online
TXN_001310,CUST_0090,2026-02-07 08:25:00,53.94,Utilities,Online
TXN_001311,CUST_0121,2026-03-18 17:29:00,7.4,Travel,POS
TXN_001312,CUST_0459,2026-01-09 00:29:00,30.21,Restaurant,POS
TXN_001313,CUST_0049,2026-01-25 19:09:00,35.16,Entertainment,POS
TXN_001314,CUST_0098,2026-05-22 10:35:00,85.59,Travel,Online
TXN_001315,CUST_0304,2026-04-02 22:11:00,86.51,Travel,Mobile
TXN_001316,CUST_0187,2026-05-28 09:15:00,52.59,Utilities,POS
TXN_001317,CUST_0296,2026-01-02 09:16:00,5.15,Entertainment,POS
TXN_001318,CUST_0192,2026-03-10 15:07:00,78.59,Travel,Online
TXN_001319,CUST_0180,2026-02-18 16:31:00,48.38,Shopping,Online
TXN_001320,CUST_0048,2026-03-03 23:22:00,113.32,Shopping,Online
TXN_001321,CUST_0053,2026-02-04 05:34:00,36.49,Shopping,POS
TXN_001322,CUST_0192,2026-01-01 08:54:00,28.67,Shopping,Online
TXN_001323,CUST_0181,2026-02-02 02:33:00,294.15,Entertainment,Online
TXN_001324,CUST_0405,2026-06-05 22:02:00,58.59,Electronics,Online
TXN_001325,CUST_0422,2026-01-17 16:54:00,49.93,Shopping,Online
TXN_001326,CUST_0014,2026-01-01 06:03:00,79.86,Restaurant,ATM
TXN_001327,CUST_0119,2026-04-16 01:36:00,18.03,Utilities,Mobile
TXN_001328,CUST_0268,2026-06-18 19:24:00,47.61,Healthcare,POS
TXN_001329,CUST_0354,2026-03-10 06:42:00,142.31,Travel,POS
TXN_001330,CUST_0130,2026-05-06 18:09:00,7.42,Travel,Mobile
TXN_001331,CUST_0262,2026-04-29 11:55:00,58.45,Healthcare,Online
TXN_001332,CUST_0329,2026-04-03 04:26:00,11.59,Restaurant,POS
TXN_001333,CUST_0124,2026-01-17 04:51:00,8.07,Travel,Online
TXN_001334,CUST_0477,2026-05-10 01:49:00,36.24,Restaurant,POS
TXN_001335,CUST_0240,2026-02-21 12:45:00,6.12,Entertainment,Online
TXN_001336,CUST_0167,2026-06-06 12:54:00,20.67,Travel,ATM
TXN_001337,CUST_0393,2026-02-24 02:29:00,108.12,Utilities,Mobile
TXN_001338,CUST_0044,2026-04-30 17:29:00,14.03,Restaurant,ATM
TXN_001339,CUST_0390,2026-03-21 00:23:00,171.29,Electronics,Online
TXN_001340,CUST_0200,2026-05-31 15:16:00,47.5,Entertainment,POS
TXN_001341,CUST_0057,2026-04-03 22:51:00,29.97,Shopping,Mobile
TXN_001342,CUST_0313,2026-02-08 06:07:00,6.72,Travel,Mobile
TXN_001343,CUST_0298,2026-05-04 12:57:00,33.87,Travel,POS
TXN_001344,CUST_0282,2026-03-10 18:41:00,8.12,Grocery,Online
TXN_001345,CUST_0057,2026-02-05 17:08:00,107.51,Restaurant,Online
TXN_001346,CUST_0226,2026-04-22 13:05:00,26.77,Travel,POS
TXN_001347,CUST_0246,2026-04-24 12:59:00,9.18,Electronics,Online
TXN_001348,CUST_0309,2026-04-30 14:08:00,123.63,Restaurant,POS
TXN_001349,CUST_0139,2026-06-29 01:11:00,39.89,Grocery,POS
TXN_001350,CUST_0089,2026-06-13 16:49:00,95.64,Travel,Mobile
TXN_001351,CUST_0229,2026-05-19 12:48:00,13.23,Shopping,Online
TXN_001352,CUST_0140,2026-02-24 18:00:00,17.37,Electronics,POS
TXN_001353,CUST_0392,2026-05-28 05:00:00,39.77,Restaurant,POS
TXN_001354,CUST_0339,2026-05-19 09:11:00,9.31,Entertainment,Online
TXN_001355,CUST_0379,2026-01-04 07:23:00,43.09,Restaurant,Online
TXN_001356,CUST_0082,2026-04-09 19:23:00,21.85,Entertainment,Mobile
TXN_001357,CUST_0258,2026-06-01 14:19:00,21.88,Healthcare,POS
TXN_001358,CUST_0329,2026-05-24 05:00:00,85.12,Electronics,Online
TXN_001359,CUST_0005,2026-01-01 10:54:00,61.13,Grocery,Online
TXN_001360,CUST_0362,2026-03-13 20:23:00,13.99,Electronics,ATM
TXN_001361,CUST_0412,2026-02-11 17:41:00,10.08,Electronics,Online
TXN_001362,CUST_0065,2026-05-14 16:57:00,95.01,Travel,Online
TXN_001363,CUST_0445,2026-02-27 14:08:00,30.18,Electronics,Online
TXN_001364,CUST_0219,2026-05-09 11:02:00,25.9,Healthcare,Online
TXN_001365,CUST_0123,2026-04-23 19:42:00,62.41,Travel,Mobile
TXN_001366,CUST_0309,2026-03-15 20:59:00,16.47,Restaurant,Online
TXN_001367,CUST_0090,2026-02-18 05:24:00,35.86,Travel,POS
TXN_001368,CUST_0438,2026-04-21 10:31:00,35.35,Travel,POS
TXN_001369,CUST_0099,2026-03-11 02:28:00,11.04,Restaurant,POS
TXN_001370,CUST_0033,2026-06-21 12:23:00,137.07,Healthcare,Mobile
TXN_001371,CUST_0101,2026-01-26 17:25:00,63.39,Entertainment,POS
TXN_001372,CUST_0307,2026-04-20 12:19:00,74.53,Restaurant,Online
TXN_001373,CUST_0351,2026-01-03 13:21:00,127.88,Grocery,POS
TXN_001374,CUST_0420,2026-03-22 01:00:00,80.33,Entertainment,POS
TXN_001375,CUST_0309,2026-04-01 21:48:00,16.84,Grocery,POS
TXN_001376,CUST_0425,2026-01-20 05:15:00,11.09,Healthcare,POS
TXN_001377,CUST_0170,2026-02-28 13:35:00,13.7,Electronics,POS
TXN_001378,CUST_0251,2026-01-20 16:13:00,7.98,Shopping,Mobile
TXN_001379,CUST_0170,2026-03-19 11:20:00,99.93,Travel,Mobile
TXN_001380,CUST_0324,2026-02-23 17:20:00,18.14,Healthcare,Online
TXN_001381,CUST_0472,2026-03-25 07:35:00,44.29,Healthcare,POS
TXN_001382,CUST_0048,2026-03-13 01:26:00,23.09,Shopping,POS
TXN_001383,CUST_0216,2026-05-22 10:22:00,3.78,Grocery,Mobile
TXN_001384,CUST_0027,2026-03-13 10:37:00,19.83,Travel,ATM
TXN_001385,CUST_0492,2026-05-13 23:20:00,167.17,Grocery,Online
TXN_001386,CUST_0242,2026-01-18 11:23:00,28.37,Healthcare,POS
TXN_001387,CUST_0311,2026-05-14 19:58:00,24.2,Utilities,POS
TXN_001388,CUST_0151,2026-03-15 04:04:00,50.41,Travel,Online
TXN_001389,CUST_0463,2026-05-28 11:29:00,114.95,Shopping,Online
TXN_001390,CUST_0206,2026-05-27 02:27:00,33.45,Utilities,POS
TXN_001391,CUST_0308,2026-01-03 20:57:00,103.71,Healthcare,ATM
TXN_001392,CUST_0297,2026-05-03 05:13:00,21.28,Entertainment,Online
TXN_001393,CUST_0394,2026-02-14 08:39:00,15.31,Electronics,Online
TXN_001394,CUST_0193,2026-05-19 17:17:00,9.23,Travel,ATM
TXN_001395,CUST_0085,2026-04-12 11:04:00,29.56,Grocery,Mobile
TXN_001396,CUST_0062,2026-04-15 17:43:00,35.58,Healthcare,POS
TXN_001397,CUST_0166,2026-05-27 08:45:00,5.45,Restaurant,Online
TXN_001398,CUST_0097,2026-03-01 16:16:00,22.89,Utilities,POS
TXN_001399,CUST_0292,2026-04-11 07:34:00,3.04,Utilities,ATM
TXN_001400,CUST_0442,2026-03-24 13:50:00,20.17,Shopping,POS
TXN_001401,CUST_0080,2026-06-29 05:12:00,33.48,Travel,POS
TXN_001402,CUST_0156,2026-06-18 21:37:00,58.04,Entertainment,Online
TXN_001403,CUST_0431,2026-05-04 21:32:00,12.36,Electronics,Mobile
TXN_001404,CUST_0387,2026-06-06 23:04:00,12.56,Restaurant,POS
TXN_001405,CUST_0040,2026-06-13 12:35:00,26.97,Utilities,Online
TXN_001406,CUST_0436,2026-06-23 11:32:00,10.25,Travel,Online
TXN_001407,CUST_0184,2026-04-09 11:40:00,73.54,Healthcare,Mobile
TXN_001408,CUST_0322,2026-02-21 02:46:00,5.16,Shopping,ATM
TXN_001409,CUST_0118,2026-05-15 02:05:00,24.04,Healthcare,POS
TXN_001410,CUST_0100,2026-06-29 11:50:00,33.95,Shopping,Mobile
TXN_001411,CUST_0466,2026-06-13 20:23:00,45.81,Grocery,Mobile
TXN_001412,CUST_0429,2026-05-17 07:32:00,5.45,Travel,ATM
TXN_001413,CUST_0158,2026-06-21 20:07:00,408.11,Grocery,Online
TXN_001414,CUST_0014,2026-06-01 12:08:00,31.8,Entertainment,POS
TXN_001415,CUST_0211,2026-06-01 15:50:00,6.88,Electronics,Mobile
TXN_001416,CUST_0209,2026-05-13 10:35:00,128.45,Grocery,Online
TXN_001417,CUST_0265,2026-02-11 19:06:00,30.42,Entertainment,POS
TXN_001418,CUST_0211,2026-01-26 02:40:00,149.92,Entertainment,Mobile
TXN_001419,CUST_0213,2026-05-15 11:11:00,33.96,Healthcare,Online
TXN_001420,CUST_0446,2026-03-08 05:37:00,7.08,Healthcare,POS
TXN_001421,CUST_0368,2026-03-08 18:56:00,35.58,Restaurant,POS
TXN_001422,CUST_0477,2026-04-21 01:57:00,53.06,Restaurant,Mobile
TXN_001423,CUST_0479,2026-04-11 22:18:00,14.35,Restaurant,Online
TXN_001424,CUST_0393,2026-04-07 03:19:00,137.62,Shopping,Mobile
TXN_001425,CUST_0255,2026-05-23 22:27:00,99.98,Utilities,Online
TXN_001426,CUST_0167,2026-04-15 19:39:00,294.65,Travel,Online
TXN_001427,CUST_0204,2026-03-10 13:07:00,23.63,Healthcare,Online
TXN_001428,CUST_0381,2026-04-18 16:46:00,23.33,Utilities,Online
TXN_001429,CUST_0088,2026-06-13 15:32:00,50.03,Healthcare,POS
TXN_001430,CUST_0108,2026-01-05 12:43:00,18.13,Restaurant,Online
TXN_001431,CUST_0396,2026-01-11 00:57:00,151.76,Healthcare,POS
TXN_001432,CUST_0017,2026-03-09 09:44:00,35.76,Travel,POS
TXN_001433,CUST_0479,2026-01-24 05:57:00,23.24,Healthcare,POS
TXN_001434,CUST_0498,2026-01-26 00:18:00,93.74,Utilities,ATM
TXN_001435,CUST_0382,2026-01-06 16:17:00,165.1,Utilities,Mobile
TXN_001436,CUST_0416,2026-03-04 11:01:00,13.5,Shopping,ATM
TXN_001437,CUST_0074,2026-04-09 20:19:00,7.25,Entertainment,POS
TXN_001438,CUST_0138,2026-03-13 20:35:00,30.29,Healthcare,Mobile
TXN_001439,CUST_0134,2026-05-02 09:22:00,73.66,Grocery,Online
TXN_001440,CUST_0277,2026-01-12 11:35:00,84.41,Electronics,Mobile
TXN_001441,CUST_0443,2026-01-29 15:49:00,7.9,Entertainment,Online
TXN_001442,CUST_0291,2026-05-03 15:20:00,4.03,Healthcare,Online
TXN_001443,CUST_0296,2026-04-28 21:04:00,41.41,Entertainment,POS
TXN_001444,CUST_0420,2026-02-05 10:24:00,22.87,Electronics,Online
TXN_001445,CUST_0489,2026-02-22 03:58:00,17.85,Shopping,Mobile
TXN_001446,CUST_0107,2026-06-06 00:59:00,19.63,Healthcare,Mobile
TXN_001447,CUST_0442,2026-06-02 10:08:00,38.9,Entertainment,ATM
TXN_001448,CUST_0057,2026-03-10 17:03:00,13.16,Electronics,POS
TXN_001449,CUST_0173,2026-01-26 11:53:00,198.59,Entertainment,POS
TXN_001450,CUST_0116,2026-05-07 22:54:00,38.37,Restaurant,POS
TXN_001451,CUST_0075,2026-05-10 17:03:00,5.43,Utilities,Online
TXN_001452,CUST_0020,2026-01-11 06:39:00,21.1,Grocery,Online
TXN_001453,CUST_0409,2026-04-30 09:00:00,5.45,Entertainment,Mobile
TXN_001454,CUST_0407,2026-05-06 23:33:00,53.62,Shopping,POS
TXN_001455,CUST_0130,2026-04-16 03:08:00,42.76,Healthcare,POS
TXN_001456,CUST_0072,2026-06-13 01:04:00,73.39,Entertainment,Mobile
TXN_001457,CUST_0278,2026-03-20 11:32:00,17.96,Restaurant,POS
TXN_001458,CUST_0293,2026-03-27 21:51:00,70.56,Utilities,POS
TXN_001459,CUST_0138,2026-03-14 16:32:00,20.69,Travel,Mobile
TXN_001460,CUST_0016,2026-02-20 21:53:00,6.52,Utilities,POS
TXN_001461,CUST_0156,2026-03-01 06:46:00,260.67,Electronics,Online
TXN_001462,CUST_0092,2026-05-30 18:59:00,44.66,Entertainment,Online
TXN_001463,CUST_0280,2026-04-09 05:19:00,8.34,Entertainment,Online
TXN_001464,CUST_0007,2026-05-31 04:10:00,96.65,Restaurant,Mobile
TXN_001465,CUST_0038,2026-03-14 15:21:00,106.57,Entertainment,Mobile
TXN_001466,CUST_0048,2026-04-18 18:39:00,21.92,Healthcare,POS
TXN_001467,CUST_0349,2026-01-05 23:30:00,26.5,Healthcare,ATM
TXN_001468,CUST_0064,2026-05-21 20:48:00,42.2,Entertainment,ATM
TXN_001469,CUST_0358,2026-01-13 03:49:00,97.52,Entertainment,POS
TXN_001470,CUST_0046,2026-01-03 19:22:00,85.01,Restaurant,Online
TXN_001471,CUST_0111,2026-03-24 01:31:00,125.26,Shopping,POS
TXN_001472,CUST_0103,2026-05-11 11:17:00,124.1,Grocery,ATM
TXN_001473,CUST_0084,2026-05-14 07:56:00,29.51,Restaurant,Online
TXN_001474,CUST_0448,2026-02-14 06:25:00,22.53,Restaurant,Online
TXN_001475,CUST_0418,2026-02-03 04:19:00,72.0,Restaurant,Online
TXN_001476,CUST_0085,2026-06-22 18:55:00,31.31,Grocery,Online
TXN_001477,CUST_0177,2026-02-17 02:19:00,58.76,Restaurant,Mobile
TXN_001478,CUST_0026,2026-01-15 09:50:00,68.6,Electronics,Online
TXN_001479,CUST_0123,2026-02-12 04:06:00,50.86,Entertainment,POS
TXN_001480,CUST_0235,2026-01-30 23:22:00,16.17,Entertainment,Mobile
TXN_001481,CUST_0166,2026-05-16 00:42:00,531.81,Utilities,Mobile
TXN_001482,CUST_0456,2026-03-29 14:30:00,34.46,Electronics,POS
TXN_001483,CUST_0320,2026-03-16 23:27:00,10.0,Utilities,Mobile
TXN_001484,CUST_0248,2026-05-02 19:25:00,14.74,Travel,POS
TXN_001485,CUST_0031,2026-06-13 07:21:00,52.47,Grocery,Online
TXN_001486,CUST_0394,2026-05-25 21:55:00,312.38,Entertainment,Mobile
TXN_001487,CUST_0084,2026-02-18 03:51:00,22.27,Healthcare,POS
TXN_001488,CUST_0093,2026-06-13 20:31:00,9.52,Electronics,POS
TXN_001489,CUST_0166,2026-06-23 05:13:00,5.58,Shopping,Online
TXN_001490,CUST_0029,2026-03-03 20:11:00,46.57,Shopping,Online
TXN_001491,CUST_0220,2026-01-10 00:03:00,88.33,Restaurant,Online
TXN_001492,CUST_0361,2026-03-23 15:29:00,102.68,Shopping,POS
TXN_001493,CUST_0025,2026-02-27 13:07:00,62.04,Healthcare,POS
TXN_001494,CUST_0153,2026-03-08 20:21:00,128.88,Utilities,Online
TXN_001495,CUST_0125,2026-05-20 01:58:00,98.4,Restaurant,Mobile
TXN_001496,CUST_0002,2026-04-20 18:59:00,16.46,Travel,POS
TXN_001497,CUST_0103,2026-03-14 10:40:00,30.02,Grocery,Online
TXN_001498,CUST_0117,2026-02-24 02:48:00,41.3,Travel,ATM
TXN_001499,CUST_0495,2026-05-21 10:19:00,63.81,Electronics,Online
TXN_001500,CUST_0301,2026-06-28 03:35:00,66.04,Restaurant,POS
TXN_001501,CUST_0458,2026-06-23 04:42:00,33.24,Electronics,Online
TXN_001502,CUST_0465,2026-03-08 01:19:00,167.7,Shopping,Online
TXN_001503,CUST_0271,2026-02-05 05:55:00,78.0,Healthcare,POS
TXN_001504,CUST_0299,2026-02-28 14:01:00,177.22,Entertainment,POS
TXN_001505,CUST_0075,2026-03-20 21:26:00,11.81,Restaurant,Online
TXN_001506,CUST_0315,2026-03-11 17:20:00,11.66,Healthcare,ATM
TXN_001507,CUST_0026,2026-01-08 10:57:00,53.99,Electronics,ATM
TXN_001508,CUST_0117,2026-02-05 01:48:00,9.34,Travel,Online
TXN_001509,CUST_0001,2026-01-25 04:08:00,15.27,Utilities,Online
TXN_001510,CUST_0439,2026-02-17 08:18:00,31.32,Grocery,POS
TXN_001511,CUST_0065,2026-04-28 14:11:00,27.65,Electronics,POS
TXN_001512,CUST_0357,2026-06-05 01:39:00,13.11,Entertainment,POS
TXN_001513,CUST_0292,2026-05-12 22:13:00,17.65,Electronics,POS
TXN_001514,CUST_0066,2026-01-17 22:03:00,20.2,Entertainment,Online
TXN_001515,CUST_0103,2026-06-12 21:28:00,25.51,Travel,POS
TXN_001516,CUST_0479,2026-02-08 18:09:00,9.6,Utilities,Online
TXN_001517,CUST_0244,2026-04-09 17:42:00,32.64,Grocery,ATM
TXN_001518,CUST_0442,2026-01-02 01:37:00,26.72,Healthcare,Mobile
TXN_001519,CUST_0243,2026-03-01 19:55:00,54.86,Restaurant,POS
TXN_001520,CUST_0029,2026-06-12 20:27:00,336.0,Healthcare,Online
TXN_001521,CUST_0355,2026-04-23 05:36:00,13.66,Electronics,ATM
TXN_001522,CUST_0069,2026-03-28 08:16:00,38.93,Entertainment,Online
TXN_001523,CUST_0417,2026-03-15 07:45:00,95.81,Utilities,ATM
TXN_001524,CUST_0462,2026-03-24 22:15:00,30.77,Grocery,Online
TXN_001525,CUST_0170,2026-04-27 13:36:00,30.59,Restaurant,POS
TXN_001526,CUST_0172,2026-06-27 06:05:00,24.52,Healthcare,Online
TXN_001527,CUST_0387,2026-01-21 12:25:00,168.84,Electronics,Online
TXN_001528,CUST_0210,2026-04-18 01:29:00,6.63,Restaurant,Online
TXN_001529,CUST_0112,2026-04-27 23:35:00,77.67,Travel,Online
TXN_001530,CUST_0300,2026-01-11 22:13:00,9.69,Restaurant,Mobile
TXN_001531,CUST_0069,2026-06-04 07:56:00,19.95,Utilities,Online
TXN_001532,CUST_0131,2026-02-23 21:17:00,14.16,Restaurant,POS
TXN_001533,CUST_0393,2026-04-26 16:02:00,10.21,Entertainment,ATM
TXN_001534,CUST_0311,2026-01-02 00:28:00,204.5,Healthcare,Online
TXN_001535,CUST_0246,2026-05-04 10:12:00,68.41,Restaurant,Online
TXN_001536,CUST_0058,2026-01-01 12:47:00,37.97,Restaurant,Mobile
TXN_001537,CUST_0312,2026-01-13 14:54:00,20.91,Entertainment,POS
TXN_001538,CUST_0454,2026-01-26 21:00:00,11.25,Utilities,POS
TXN_001539,CUST_0003,2026-04-20 15:23:00,127.15,Entertainment,Online
TXN_001540,CUST_0186,2026-06-10 16:48:00,29.71,Grocery,Mobile
TXN_001541,CUST_0484,2026-01-02 11:47:00,169.88,Restaurant,Online
TXN_001542,CUST_0104,2026-06-29 09:25:00,122.94,Travel,Online
